"","Week","No_Dep","Mild_Dep","Moderate_Dep","Severe_Dep","All_Dep","Mean_DScore","Treatment","Talk","Prob_of_Talking","Prob_of_Treatment","Mean_DScore_Male","Mean_DScore_Female","NoDep_Male","Mild_Male","Moderate_Male","Severe_Male","AllDep_Male","NoDep_Female","Mild_Female","Moderate_Female","Severe_Female","AllDep_Female","Count_Male","Count_Female","Male_Treatment","Male_Talks","Female_Treatment","Female_Talks","Environment"
"785",49,961.82,21.6,8.6,7.98,38.18,7.61494415652,223.6,366.68,63.3545250406,33.667581123,8.23377270084,6.99406812722,477.32,13.64,5.96,5.02,24.62,484.5,7.96,2.64,2.96,13.56,501.94,498.06,14.62,37.84,208.98,328.84,80
"786",50,961.78,21.76,8.58,7.88,38.22,7.61208481872,229.8,371.62,66.8612329638,35.5563620982,8.2771586606,6.94460720222,476.92,13.9,6.06,5.06,25.02,484.86,7.86,2.52,2.82,13.2,501.94,498.06,13.96,36.66,215.84,334.96,80
"787",51,961.92,21.8,8.44,7.84,38.08,7.60580735148,231.44,375.76,70.6792721908,37.6444093186,8.31972424726,6.8894824852,476.78,14.1,5.96,5.1,25.16,485.14,7.7,2.48,2.74,12.92,501.94,498.06,14.42,36.18,217.02,339.58,80
"788",52,961.82,21.96,8.36,7.86,38.18,7.6033948153,240.76,375.78,74.9585198234,39.922127272,8.3641865147,6.83981454504,476.4,14.36,6.04,5.14,25.54,485.42,7.6,2.32,2.72,12.64,501.94,498.06,14.02,34.9,226.74,340.88,80
"789",53,961.72,21.96,8.38,7.94,38.28,7.60064035158,245.74,378.46,79.4942890368,42.3688114446,8.40803560532,6.79016311856,476.18,14.42,6.1,5.24,25.76,485.54,7.54,2.28,2.7,12.52,501.94,498.06,13.42,33.02,232.32,345.44,80
"790",54,961.76,22,8.38,7.86,38.24,7.59578214382,248.34,385.8,84.0791802594,44.8336222844,8.45583671958,6.73224442826,476.02,14.5,6.14,5.28,25.92,485.74,7.5,2.24,2.58,12.32,501.94,498.06,13.32,34.08,235.02,351.72,80
"791",55,961.76,22,8.44,7.8,38.24,7.58709710362,256.46,388.96,89.730022672,47.859020198,8.49229218042,6.67818386264,475.9,14.44,6.28,5.32,26.04,485.86,7.56,2.16,2.48,12.2,501.94,498.06,13.04,31.52,243.42,357.44,80
"792",56,962,21.96,8.44,7.6,38,7.57687941768,262.04,394.42,95.7657237224,51.16274774,8.53199606014,6.61762384416,475.8,14.46,6.3,5.38,26.14,486.2,7.5,2.14,2.22,11.86,501.94,498.06,13.18,31.22,248.86,363.2,80
"793",57,962.14,21.96,8.32,7.58,37.86,7.56989510312,264.42,401.6,101.9475602348,54.3284191592,8.57234651848,6.56309691576,475.66,14.64,6.2,5.44,26.28,486.48,7.32,2.12,2.14,11.58,501.94,498.06,13.16,31.38,251.26,370.22,80
"794",58,962.48,21.98,8.16,7.38,37.52,7.55890753652,269.06,405.36,108.2460529144,57.6442289278,8.6146692227,6.49845428894,475.54,14.68,6.26,5.46,26.4,486.94,7.3,1.9,1.92,11.12,501.94,498.06,12.62,30.92,256.44,374.44,80
"795",59,962.62,21.9,8.16,7.32,37.38,7.54922143768,276.46,406.78,115.5180069802,61.5412131618,8.65217678696,6.44128862532,475.28,14.88,6.28,5.5,26.66,487.34,7.02,1.88,1.82,10.72,501.94,498.06,13.1,29.66,263.36,377.12,80
"796",60,962.6,21.94,8.18,7.28,37.4,7.53787316544,283.88,411.64,123.0085627356,65.4804257692,8.69290432768,6.37719537594,474.9,15.14,6.34,5.56,27.04,487.7,6.8,1.84,1.72,10.36,501.94,498.06,13.06,29.16,270.82,382.48,80
"797",61,962.56,21.98,8.24,7.22,37.44,7.5303953371,286.62,416.52,130.7775220492,69.6091095222,8.73605145486,6.31881424096,474.72,15.22,6.4,5.6,27.22,487.84,6.76,1.84,1.62,10.22,501.94,498.06,11.94,28.82,274.68,387.7,80
"798",62,962.78,21.98,8.18,7.06,37.22,7.5191844972,288.68,418.34,138.2537101832,73.6251553534,8.77088389124,6.26094190554,474.4,15.46,6.46,5.62,27.54,488.38,6.52,1.72,1.44,9.68,501.94,498.06,12.56,28.88,276.12,389.46,80
"799",63,962.88,21.94,8.16,7.02,37.12,7.50797259584,296.7,422.58,148.39433981,78.9017598904,8.81456994428,6.194098123,474.14,15.58,6.54,5.68,27.8,488.74,6.36,1.62,1.34,9.32,501.94,498.06,11.8,28.24,284.9,394.34,80
"800",64,962.88,21.98,8.2,6.94,37.12,7.49454175252,301.02,426.78,160.423741818,85.1513525272,8.85241843634,6.12888657764,473.84,15.74,6.64,5.72,28.1,489.04,6.24,1.56,1.22,9.02,501.94,498.06,11.72,28.54,289.3,398.24,80
"801",65,963,21.82,8.16,7.02,37,7.48314823694,304.92,428.82,173.1382698586,91.8521184304,8.8956049759,6.0626283393,473.56,15.88,6.6,5.9,28.38,489.44,5.94,1.56,1.12,8.62,501.94,498.06,10.76,26.6,294.16,402.22,80
"802",66,962.82,22.1,8.02,7.06,37.18,7.46966026482,310.22,429.76,184.7204159088,97.960599907,8.9353430704,5.99578992324,473.12,16.3,6.58,5.94,28.82,489.7,5.8,1.44,1.12,8.36,501.94,498.06,11.32,24.72,298.9,405.04,80
"803",67,962.9,22.1,8,7,37.1,7.4594904254,313.94,433.24,198.9232248774,105.3338517086,8.97713943636,5.9331908485,472.82,16.52,6.66,5.94,29.12,490.08,5.58,1.34,1.06,7.98,501.94,498.06,10.72,24.32,303.22,408.92,80
"804",68,962.7,22.12,8.12,7.06,37.3,7.4493807157,321.22,438.72,210.883096314,111.6636010112,9.01372213314,5.8762635943,472.48,16.68,6.78,6,29.46,490.22,5.44,1.34,1.06,7.84,501.94,498.06,11.74,25.14,309.48,413.58,80
"805",69,962.52,22.24,8.3,6.94,37.48,7.4378253255,324.94,440.04,224.27337345,118.5301343222,9.05571886684,5.81072277616,472.1,16.88,6.94,6.02,29.84,490.42,5.36,1.36,0.92,7.64,501.94,498.06,10.68,25.16,314.26,414.88,80
"806",70,962.38,22.28,8.4,6.94,37.62,7.43445212794,330.24,443.58,240.348706212,126.5722219304,9.1064744897,5.7529520846,471.76,17.04,7.04,6.1,30.18,490.62,5.24,1.36,0.84,7.44,501.94,498.06,10.8,23.64,319.44,419.94,80
"807",71,962.28,22.32,8.52,6.88,37.72,7.42204737354,335.38,445.28,257.911979352,136.1493816778,9.14687845402,5.6876887616,471.6,17.12,7.12,6.1,30.34,490.68,5.2,1.4,0.78,7.38,501.94,498.06,10.74,23.24,324.64,422.04,80
"808",72,962.18,22.26,8.64,6.92,37.82,7.4135781809,338.96,448.68,279.071667266,147.0202531872,9.195996142,5.62123093122,471.3,17.28,7.18,6.18,30.64,490.88,4.98,1.46,0.74,7.18,501.94,498.06,10.14,22.6,328.82,426.08,80
"809",73,961.76,22.62,8.66,6.96,38.24,7.40455264362,343.16,451.9,299.45184795,157.4239179276,9.24212122734,5.55681803672,470.8,17.66,7.22,6.26,31.14,490.96,4.96,1.44,0.7,7.1,501.94,498.06,9.96,23.1,333.2,428.8,80
"810",74,961.52,22.84,8.6,7.04,38.48,7.39674988882,349.02,451.9,321.326813672,168.6164332662,9.29262251198,5.49051953998,470.42,17.92,7.24,6.36,31.52,491.1,4.92,1.36,0.68,6.96,501.94,498.06,9.78,20.94,339.24,430.96,80
"811",75,961.42,22.82,8.7,7.06,38.58,7.38750871802,350.2,454.7,343.158836112,179.9108951228,9.33321980396,5.43116604084,470.18,17.96,7.38,6.42,31.76,491.24,4.86,1.32,0.64,6.82,501.94,498.06,9.02,21.26,341.18,433.44,80
"812",76,961.26,22.92,8.88,6.94,38.74,7.37999847202,355.9,457.68,364.862242818,191.4343051936,9.37424107528,5.37514222444,469.92,18.02,7.58,6.42,32.02,491.34,4.9,1.3,0.52,6.72,501.94,498.06,9.94,20.62,345.96,437.06,80
"813",77,961.12,23.04,8.9,6.94,38.88,7.3701179989,360.72,461.28,392.036296904,205.457398349,9.41376863166,5.3156333347,469.56,18.26,7.66,6.46,32.38,491.56,4.78,1.24,0.48,6.5,501.94,498.06,9.66,21.46,351.06,439.82,80
"814",78,960.98,23.04,9.06,6.92,39.02,7.35912085124,365.86,461.14,424.857108622,222.512446577,9.45551893438,5.25173293424,469.26,18.38,7.84,6.46,32.68,491.72,4.66,1.22,0.46,6.34,501.94,498.06,9.96,20.14,355.9,441,80
"815",79,960.5,23.46,8.96,7.08,39.5,7.35888518564,368.24,465.52,458.078699224,239.940926636,9.50012679516,5.20638327204,468.76,18.78,7.74,6.66,33.18,491.74,4.68,1.22,0.42,6.32,501.94,498.06,9.2,20.9,359.04,444.62,80
"816",80,960.22,23.68,9.06,7.04,39.78,7.34635824,372.96,466.56,493.575386466,258.615791738,9.54122327364,5.13968779116,468.32,19.1,7.82,6.7,33.62,491.9,4.58,1.24,0.34,6.16,501.94,498.06,9.8,19.34,363.16,447.22,80
"817",81,959.8,24,9.18,7.02,40.2,7.3363588826,375.44,467.42,531.35122768,278.49829907,9.58530624332,5.07519037114,467.82,19.46,7.94,6.72,34.12,491.98,4.54,1.24,0.3,6.08,501.94,498.06,8.98,18.56,366.46,448.86,80
"818",82,959.36,24.26,9.18,7.2,40.64,7.3247647996,379.7,469.36,571.318210314,299.12995719,9.62809144608,5.00893562108,467.36,19.78,7.98,6.82,34.58,492,4.48,1.2,0.38,6.06,501.94,498.06,9.32,18.78,370.38,450.58,80
"819",83,958.94,24.62,9.22,7.22,41.06,7.31843124392,383.4,470.92,616.364548366,322.869518092,9.66962049552,4.95457562126,466.9,20.2,7.98,6.86,35.04,492.04,4.42,1.24,0.36,6.02,501.94,498.06,8.48,17.86,374.92,453.06,80
"820",84,958.66,24.86,9.22,7.26,41.34,7.31082303066,386.18,472.46,661.369586266,346.476456774,9.71676541426,4.89189152898,466.48,20.5,8.04,6.92,35.46,492.18,4.36,1.18,0.34,5.88,501.94,498.06,8.66,17.64,377.52,454.82,80
"821",85,958.52,24.68,9.48,7.32,41.48,7.30238687898,389.96,474.32,716.534545466,375.381291038,9.75982198926,4.83154683196,466.12,20.56,8.28,6.98,35.82,492.4,4.12,1.2,0.34,5.66,501.94,498.06,9.04,17.94,380.92,456.38,80
"822",86,958.52,24.54,9.52,7.42,41.48,7.2892105139,394.44,475.02,789.318211256,412.659793438,9.79709842936,4.76746031486,465.82,20.64,8.4,7.08,36.12,492.7,3.9,1.12,0.34,5.36,501.94,498.06,8.72,16.96,385.72,458.06,80
"823",87,958.1,24.86,9.54,7.5,41.9,7.2830688815,397.96,477.18,871.910655562,454.935643316,9.83944152208,4.71240806756,465.32,20.96,8.5,7.16,36.62,492.78,3.9,1.04,0.34,5.28,501.94,498.06,8.78,17.28,389.18,459.9,80
"824",88,957.92,24.94,9.58,7.56,42.08,7.27187715178,400.4,479.24,949.2722356,495.3243002,9.8786606849,4.65039396594,465.02,21.2,8.5,7.22,36.92,492.9,3.74,1.08,0.34,5.16,501.94,498.06,8.52,18.14,391.88,461.1,80
"825",89,957.58,25.2,9.66,7.56,42.42,7.26218147904,401.98,479.08,1028.889635704,537.188416998,9.92219845842,4.58686793652,464.5,21.52,8.68,7.24,37.44,493.08,3.68,0.98,0.32,4.98,501.94,498.06,8.24,16.78,393.74,462.3,80
"826",90,957.14,25.5,9.7,7.66,42.86,7.25725380538,407.78,480.06,1094.600429326,572.896470438,9.96793965082,4.53100591736,464.04,21.84,8.7,7.36,37.9,493.1,3.66,1,0.3,4.96,501.94,498.06,8.78,15.96,399,464.1,80
"827",91,956.6,25.7,9.96,7.74,43.4,7.25371107204,407.76,482.06,1165.07259663,611.332104052,10.01048308668,4.48107652492,463.4,22.14,8.98,7.42,38.54,493.2,3.56,0.98,0.32,4.86,501.94,498.06,8.12,16.5,399.64,465.56,80
"828",92,956.3,25.84,10.06,7.8,43.7,7.24708929562,411.44,484.92,1232.07623381,648.276161628,10.05367404716,4.42428578936,463.02,22.38,9.08,7.46,38.92,493.28,3.46,0.98,0.34,4.78,501.94,498.06,7.54,16.2,403.9,468.72,80
"829",93,956.12,25.84,10.12,7.92,43.88,7.2391154831,416.2,485.28,1321.213604898,696.316479452,10.09304462798,4.3686594148,462.74,22.42,9.16,7.62,39.2,493.38,3.42,0.96,0.3,4.68,501.94,498.06,8.02,16.6,408.18,468.68,80
"830",94,955.8,25.96,10.16,8.08,44.2,7.23315119878,417.78,485.94,1431.056067668,754.647057876,10.13728668634,4.31194649532,462.26,22.66,9.26,7.76,39.68,493.54,3.3,0.9,0.32,4.52,501.94,498.06,8.36,15.36,409.42,470.58,80
"831",95,955.38,26.2,10.28,8.14,44.62,7.2278609765,421.74,486.44,1523.23182451,803.563438508,10.18469483776,4.2533973462,461.84,22.9,9.36,7.84,40.1,493.54,3.3,0.92,0.3,4.52,501.94,498.06,8.18,14.76,413.56,471.68,80
"832",96,954.96,26.52,10.28,8.24,45.04,7.22282051534,422.8,486.04,1629.146791376,859.254332694,10.229430614,4.19792145822,461.24,23.28,9.44,7.98,40.7,493.72,3.24,0.84,0.26,4.34,501.94,498.06,7.76,14.7,415.04,471.34,80
"833",97,954.7,26.62,10.28,8.4,45.3,7.21711284182,427.22,488.44,1758.701997718,927.098305682,10.2725814376,4.14292351194,460.82,23.54,9.46,8.12,41.12,493.88,3.08,0.82,0.28,4.18,501.94,498.06,8.08,15.54,419.14,472.9,80
"834",98,954.32,26.9,10.34,8.44,45.68,7.20862492178,428.64,489.16,1892.581161372,996.612528174,10.31438464236,4.08359227158,460.3,23.88,9.6,8.16,41.64,494.02,3.02,0.74,0.28,4.04,501.94,498.06,7.7,14.54,420.94,474.62,80
"835",99,953.96,27.08,10.4,8.56,46.04,7.2071308862,433,489.9,2032.771955054,1072.207239884,10.36520149974,4.0295811482,459.76,24.2,9.7,8.28,42.18,494.2,2.88,0.7,0.28,3.86,501.94,498.06,7.58,14.82,425.42,475.08,80
"836",100,953.5,27.4,10.44,8.66,46.5,7.20290134116,433.36,489.14,2214.462599284,1167.775585522,10.4100230744,3.97591975828,459.06,24.74,9.78,8.36,42.88,494.44,2.66,0.66,0.3,3.62,501.94,498.06,8.04,12.86,425.32,476.28,80
"837",101,952.92,27.68,10.62,8.78,47.08,7.1941301377,435.32,490.78,2421.367689748,1275.565843616,10.45044892104,3.91784790996,458.38,25.12,9.96,8.48,43.56,494.54,2.56,0.66,0.3,3.52,501.94,498.06,7.48,12.76,427.84,478.02,80
"838",102,952.54,27.82,10.74,8.9,47.46,7.18925791098,439.6,492.32,2655.139028634,1396.59971773,10.49894200284,3.85884906898,457.8,25.44,10.1,8.6,44.14,494.74,2.38,0.64,0.3,3.32,501.94,498.06,7.76,13.16,431.84,479.16,80
"839",103,952.12,27.96,10.9,9.02,47.88,7.19040056042,439.84,492.56,2888.207697818,1517.381725,10.5472283039,3.81235056802,457.28,25.66,10.28,8.72,44.66,494.84,2.3,0.62,0.3,3.22,501.94,498.06,7.72,13.38,432.12,479.18,80
