"","Week","No_Dep","Mild_Dep","Moderate_Dep","Severe_Dep","All_Dep","Mean_DScore","Treatment","Talk","Prob_of_Talking","Prob_of_Treatment","Mean_DScore_Male","Mean_DScore_Female","NoDep_Male","Mild_Male","Moderate_Male","Severe_Male","AllDep_Male","NoDep_Female","Mild_Female","Moderate_Female","Severe_Female","AllDep_Female","Count_Male","Count_Female","Male_Treatment","Male_Talks","Female_Treatment","Female_Talks","Environment"
"420",104,947,31.62,12.8,8.58,53,8.32235838378,268.12,275.1,73.1946415264,76.3961357382,10.3581926097,6.27232979486,460,24.28,10.12,7.44,41.84,487,7.34,2.68,1.14,11.16,501.84,498.16,13.18,18.52,254.94,256.58,40
"421",0,941.34,29.32,14.6,14.74,58.66,7.2036,96.64,128.76,12.5022474616,8.99947560818,6.40511292716,8.00487972548,480.66,11.28,5.24,3.88,20.4,460.68,18.04,9.36,10.86,38.26,501.06,498.94,32,55.74,64.64,73.02,50
"422",1,942.08,28.9,14.5,14.52,57.92,7.22190198986,95.7,130.6,12.532344159,9.04222108222,6.43925096118,8.0071991751,480.76,11.22,5.2,3.88,20.3,461.32,17.68,9.3,10.64,37.62,501.06,498.94,30.78,57.22,64.92,73.38,50
"423",2,942.86,28.52,14.26,14.36,57.14,7.23795076474,94.74,130.04,12.563600306,9.08909695828,6.46882710748,8.00998991714,480.84,11.1,5.22,3.9,20.22,462.02,17.42,9.04,10.46,36.92,501.06,498.94,30.64,56.88,64.1,73.16,50
"424",3,943.38,28.32,14.04,14.26,56.62,7.25462923476,96.3,131.38,12.6009008198,9.1388070279,6.50626174808,8.00572521402,480.78,11.12,5.2,3.96,20.28,462.6,17.2,8.84,10.3,36.34,501.06,498.94,30.5,56.62,65.8,74.76,50
"425",4,944.36,27.86,13.76,14.02,55.64,7.26897171414,97.04,130.4,12.6441871336,9.19202441386,6.53619513378,8.00402354478,481.02,10.98,5.1,3.96,20.04,463.34,16.88,8.66,10.06,35.6,501.06,498.94,30.22,54.08,66.82,76.32,50
"426",5,945.06,27.56,13.76,13.62,54.94,7.28284158302,96.74,131.28,12.6861181724,9.2466912394,6.57313185444,7.99494577574,481,11,5.12,3.94,20.06,464.06,16.56,8.64,9.68,34.88,501.06,498.94,28.74,54.36,68,76.92,50
"427",6,945.78,27.38,13.38,13.46,54.22,7.2945454499,96.64,130.84,12.728954291,9.30402415548,6.59994474854,7.9913013502,481.18,10.86,5.14,3.88,19.88,464.6,16.52,8.24,9.58,34.34,501.06,498.94,29.64,53.34,67,77.5,50
"428",7,946.5,27.2,13.02,13.28,53.5,7.31302477914,97.88,133.88,12.771104023,9.35676332138,6.639555055,7.9886251836,481.16,11,5.02,3.88,19.9,465.34,16.2,8,9.4,33.6,501.06,498.94,29.12,53.66,68.76,80.22,50
"429",8,947.34,26.68,12.92,13.06,52.66,7.33012464388,100.08,126.92,12.8188029128,9.41290800772,6.6694492286,7.99282247554,481.32,10.86,4.98,3.9,19.74,466.02,15.82,7.94,9.16,32.92,501.06,498.94,30.5,51.3,69.58,75.62,50
"430",9,947.84,26.34,12.9,12.92,52.16,7.35130423864,98.24,135.7,12.8648467408,9.47068899678,6.71252362764,7.99221837128,481.32,10.84,4.98,3.92,19.74,466.52,15.5,7.92,9,32.42,501.06,498.94,27.92,53.76,70.32,81.94,50
"431",10,948.36,26.28,12.64,12.72,51.64,7.36110413072,100.94,135.28,12.9109576446,9.53390776048,6.7454606185,7.97879610004,481.24,10.92,5,3.9,19.82,467.12,15.36,7.64,8.82,31.82,501.06,498.94,27.14,52.96,73.8,82.32,50
"432",11,948.98,25.88,12.34,12.8,51.02,7.38381354002,99.68,133.7,12.9597208248,9.59424310516,6.78800429042,7.98141615766,481.3,10.8,5.06,3.9,19.76,467.68,15.08,7.28,8.9,31.26,501.06,498.94,27.64,50.18,72.04,83.52,50
"433",12,949.38,25.82,12.1,12.7,50.62,7.39782301612,100.52,134.2,13.0136720684,9.66093603712,6.8218084008,7.97550992396,481.14,11,5,3.92,19.92,468.24,14.82,7.1,8.78,30.7,501.06,498.94,27.84,51.16,72.68,83.04,50
"434",13,949.94,25.58,12.06,12.42,50.06,7.41309772032,102.72,133.68,13.0695014666,9.72513739826,6.85331330588,7.97454959582,481.22,10.94,5,3.9,19.84,468.72,14.64,7.06,8.52,30.22,501.06,498.94,27.78,50.66,74.94,83.02,50
"435",14,950.32,25.34,12.04,12.3,49.68,7.43284406122,101.66,134.62,13.1266064222,9.79016615398,6.8948651926,7.97263312844,481.16,10.92,5.06,3.92,19.9,469.16,14.42,6.98,8.38,29.78,501.06,498.94,26.2,49.38,75.46,85.24,50
"436",15,951.08,24.96,11.86,12.1,48.92,7.44591573634,102.06,139.3,13.1911180266,9.8600392708,6.92971024718,7.9641433371,481.2,10.96,5,3.9,19.86,469.88,14,6.86,8.2,29.06,501.06,498.94,26.02,50.56,76.04,88.74,50
"437",16,951.8,24.8,11.5,11.9,48.2,7.45813493924,105.48,136.26,13.2540089152,9.93297976142,6.96146586092,7.95695187608,481.32,10.84,4.96,3.94,19.74,470.48,13.96,6.54,7.96,28.46,501.06,498.94,28.3,47.38,77.18,88.88,50
"438",17,952.5,24.54,11.2,11.76,47.5,7.47584027158,104.68,136.94,13.3213301634,10.00464508124,7.00113919592,7.95274605546,481.42,10.76,4.84,4.04,19.64,471.08,13.78,6.36,7.72,27.86,501.06,498.94,24.94,47.98,79.74,88.96,50
"439",18,953.26,24.3,10.92,11.52,46.74,7.48873786544,104.62,136.48,13.3944797654,10.08452415678,7.03616010008,7.94329941952,481.36,10.84,4.86,4,19.7,471.9,13.46,6.06,7.52,27.04,501.06,498.94,25.46,47.06,79.16,89.42,50
"440",19,953.56,24.44,10.78,11.22,46.44,7.50280923918,106.16,139.28,13.4710327768,10.1660552983,7.07334487588,7.93445328354,481.28,10.9,4.9,3.98,19.78,472.28,13.54,5.88,7.24,26.66,501.06,498.94,24.6,49.02,81.56,90.26,50
"441",20,954.06,24.2,10.6,11.14,45.94,7.51756527774,106.9,143.76,13.5550520928,10.2535265383,7.11658916504,7.92024815054,481.16,10.98,4.94,3.98,19.9,472.9,13.22,5.66,7.16,26.04,501.06,498.94,25.04,49.44,81.86,94.32,50
"442",21,954.38,24.2,10.4,11.02,45.62,7.53415107564,107.3,139.7,13.6290895024,10.33515672822,7.153056818,7.91685240224,481.02,11.12,4.94,3.98,20.04,473.36,13.08,5.46,7.04,25.58,501.06,498.94,24.2,45.98,83.1,93.72,50
"443",22,954.96,23.88,10.2,10.96,45.04,7.55007801054,110.56,139.94,13.7079588334,10.41963268464,7.19056970316,7.91109976868,481.04,11.08,4.92,4.02,20.02,473.92,12.8,5.28,6.94,25.02,501.06,498.94,24.86,45.16,85.7,94.78,50
"444",23,955.02,24,10.14,10.84,44.98,7.56710515426,109.22,143.62,13.7974746122,10.51164511314,7.22777326676,7.90794943866,480.94,11.12,4.96,4.04,20.12,474.08,12.88,5.18,6.8,24.86,501.06,498.94,25.06,45.78,84.16,97.84,50
"445",24,955.48,23.9,10,10.62,44.52,7.57969018294,111.22,145.14,13.8903521186,10.61023148248,7.26428514794,7.89661195474,480.7,11.3,4.96,4.1,20.36,474.78,12.6,5.04,6.52,24.16,501.06,498.94,24.82,46.68,86.4,98.46,50
"446",25,955.96,23.8,9.76,10.48,44.04,7.58973196534,111.24,145.66,13.9932958986,10.71715117774,7.2964472057,7.88456260198,480.72,11.26,4.92,4.16,20.34,475.24,12.54,4.84,6.32,23.7,501.06,498.94,24.32,46.26,86.92,99.4,50
"447",26,956,23.88,9.74,10.38,44,7.60314310804,110.62,146.24,14.1037114358,10.8288087188,7.3281562793,7.87936598084,480.58,11.42,4.88,4.18,20.48,475.42,12.46,4.86,6.2,23.52,501.06,498.94,23.62,45.16,87,101.08,50
"448",27,956.5,23.76,9.56,10.18,43.5,7.61372077578,112.58,146.54,14.2196102364,10.94341033704,7.36373774222,7.86477418838,480.54,11.48,4.8,4.24,20.52,475.96,12.28,4.76,5.94,22.98,501.06,498.94,23.78,44,88.8,102.54,50
"449",28,956.88,23.9,9.18,10.04,43.12,7.62843538,115.48,148.84,14.347065474,11.0655751798,7.40130543454,7.85685251344,480.48,11.66,4.72,4.2,20.58,476.4,12.24,4.46,5.84,22.54,501.06,498.94,23.72,43.28,91.76,105.56,50
"450",29,957.26,23.76,9.06,9.92,42.74,7.63613067758,116.72,148.1,14.4756083816,11.1853145498,7.4334236308,7.84030095692,480.36,11.78,4.72,4.2,20.7,476.9,11.98,4.34,5.72,22.04,501.06,498.94,22.32,42.14,94.4,105.96,50
"451",30,957.56,23.82,8.84,9.78,42.44,7.64451480056,119.64,149.36,14.6083771492,11.3146412966,7.4669860804,7.8235286757,480.22,12,4.64,4.2,20.84,477.34,11.82,4.2,5.58,21.6,501.06,498.94,23.82,41.06,95.82,108.3,50
"452",31,957.76,23.92,8.82,9.5,42.24,7.65444205034,116.9,148.56,14.7454391072,11.4468791468,7.49526833646,7.81475150982,480.16,12.1,4.68,4.12,20.9,477.6,11.82,4.14,5.38,21.34,501.06,498.94,22.58,40.8,94.32,107.76,50
"453",32,958.06,23.76,8.7,9.48,41.94,7.6695570326,118.36,150.48,14.8826205466,11.5787316216,7.53246910778,7.8073799143,480.14,12.1,4.66,4.16,20.92,477.92,11.66,4.04,5.32,21.02,501.06,498.94,22.28,40.72,96.08,109.76,50
"454",33,958.26,23.7,8.58,9.46,41.74,7.68138507122,121.34,152.08,15.0443903026,11.7350215318,7.56729955832,7.7959618434,480.08,12.1,4.66,4.22,20.98,478.18,11.6,3.92,5.24,20.76,501.06,498.94,21.96,41.78,99.38,110.3,50
"455",34,958.64,23.52,8.48,9.36,41.36,7.69406629154,122.82,156.02,15.211101594,11.8967830554,7.60386604538,7.7848433105,480,12.12,4.72,4.22,21.06,478.64,11.4,3.76,5.14,20.3,501.06,498.94,22.62,41.14,100.2,114.88,50
"456",35,958.5,23.88,8.4,9.22,41.5,7.71271106928,123.74,158.86,15.3877141684,12.061180016,7.64258387066,7.7835973824,479.88,12.32,4.64,4.22,21.18,478.62,11.56,3.76,5,20.32,501.06,498.94,22.4,40.98,101.34,117.88,50
"457",36,958.98,23.48,8.48,9.06,41.02,7.72231111068,127.04,159.64,15.5750864124,12.2408614956,7.67592215112,7.76918977012,480.04,12.12,4.66,4.24,21.02,478.94,11.36,3.82,4.82,20,501.06,498.94,22.66,39.58,104.38,120.06,50
"458",37,958.86,23.7,8.46,8.98,41.14,7.73785146638,128.02,160.42,15.7704944592,12.4239222844,7.71441354358,7.76186677718,479.82,12.36,4.62,4.26,21.24,479.04,11.34,3.84,4.72,19.9,501.06,498.94,22.28,40.44,105.74,119.98,50
"459",38,959.02,23.5,8.54,8.94,40.98,7.74941113776,130.36,163.14,15.9737489226,12.6125752282,7.74921784546,7.74984914442,479.56,12.48,4.76,4.26,21.5,479.46,11.02,3.78,4.68,19.48,501.06,498.94,22.54,38.98,107.82,124.16,50
"460",39,958.86,23.58,8.64,8.92,41.14,7.76367078236,131,164.78,16.194038318,12.8143287668,7.78870422214,7.7391399708,479.4,12.42,4.94,4.3,21.66,479.46,11.16,3.7,4.62,19.48,501.06,498.94,20.72,37.36,110.28,127.42,50
"461",40,958.98,23.54,8.62,8.86,41.02,7.76967823958,130.54,162.1,16.4244552464,13.0223600132,7.8215248563,7.71833837496,479.16,12.64,4.96,4.3,21.9,479.82,10.9,3.66,4.56,19.12,501.06,498.94,22.14,36.02,108.4,126.08,50
"462",41,959.12,23.48,8.54,8.86,40.88,7.78249640906,134.46,166.7,16.6773022848,13.2532793184,7.86328825964,7.70177959984,478.98,12.68,5.08,4.32,22.08,480.14,10.8,3.46,4.54,18.8,501.06,498.94,20,37.36,114.46,129.34,50
"463",42,959.44,23.32,8.5,8.74,40.56,7.79113047916,134.24,171.04,16.944928792,13.4910051996,7.90277264158,7.67926994478,478.74,12.8,5.2,4.32,22.32,480.7,10.52,3.3,4.42,18.24,501.06,498.94,19.48,37.86,114.76,133.18,50
"464",43,959.54,23.32,8.56,8.58,40.46,7.80503050162,135.16,171.42,17.2376065864,13.7590676738,7.94453389542,7.6654033767,478.5,12.9,5.34,4.32,22.56,481.04,10.42,3.22,4.26,17.9,501.06,498.94,19.92,36.66,115.24,134.76,50
"465",44,959.74,23.36,8.52,8.38,40.26,7.80777827776,137.74,173.2,17.5511262048,14.042519692,7.9760494231,7.63944077158,478.4,13,5.32,4.34,22.66,481.34,10.36,3.2,4.04,17.6,501.06,498.94,19.84,35.44,117.9,137.76,50
"466",45,959.9,23.32,8.6,8.18,40.1,7.81980044352,137.66,175.04,17.9142484854,14.3644174792,8.01457751746,7.62482899742,478.2,13.06,5.46,4.34,22.86,481.7,10.26,3.14,3.84,17.24,501.06,498.94,19.42,36.36,118.24,138.68,50
"467",46,959.88,23.38,8.6,8.14,40.12,7.8272628258,144.98,179.7,18.3114625178,14.702195209,8.0543764619,7.59975090338,478.02,13.1,5.52,4.42,23.04,481.86,10.28,3.08,3.72,17.08,501.06,498.94,20.14,35.68,124.84,144.02,50
"468",47,959.94,23.5,8.42,8.14,40.06,7.8387344946,144.9,182.06,18.7161302408,15.045334375,8.0922819019,7.58451402196,477.86,13.28,5.46,4.46,23.2,482.08,10.22,2.96,3.68,16.86,501.06,498.94,18.84,35.44,126.06,146.62,50
"469",48,959.72,23.82,8.38,8.08,40.28,7.84863800426,146.94,181.54,19.1190648542,15.3896208214,8.13027754298,7.56628716994,477.66,13.42,5.5,4.48,23.4,482.06,10.4,2.88,3.6,16.88,501.06,498.94,19.64,35.18,127.3,146.36,50
"470",49,959.86,23.9,8.36,7.88,40.14,7.86166957428,148.18,183.6,19.5789305308,15.7823573844,8.16565702858,7.55685089252,477.56,13.56,5.52,4.42,23.5,482.3,10.34,2.84,3.46,16.64,501.06,498.94,19.22,33.74,128.96,149.86,50
"471",50,959.5,24.26,8.56,7.68,40.5,7.87223187874,151.06,186.64,20.0531126764,16.1819461376,8.20314741298,7.54039932444,477.2,13.8,5.62,4.44,23.86,482.3,10.46,2.94,3.24,16.64,501.06,498.94,18.3,33.48,132.76,153.16,50
"472",51,959.4,24.3,8.58,7.72,40.6,7.88780459,153.24,190.38,20.5064334834,16.5695654794,8.2517078894,7.5228797362,476.96,13.88,5.72,4.5,24.1,482.44,10.42,2.86,3.22,16.5,501.06,498.94,19.4,33.7,133.84,156.68,50
"473",52,959.16,24.58,8.62,7.64,40.84,7.8978151203,154.6,191.52,20.999460028,16.9995199782,8.29069134882,7.50391969646,476.52,14.26,5.72,4.56,24.54,482.64,10.32,2.9,3.08,16.3,501.06,498.94,18.04,32.24,136.56,159.28,50
"474",53,959.12,24.72,8.54,7.62,40.88,7.9128674542,158.68,193.56,21.5738829828,17.4960005044,8.33514341732,7.48970134438,476.28,14.46,5.66,4.66,24.78,482.84,10.26,2.88,2.96,16.1,501.06,498.94,18.54,31.6,140.14,161.96,50
"475",54,959.06,24.9,8.58,7.46,40.94,7.91809214268,162.88,199.76,22.1280669034,17.9814899654,8.37599564828,7.45945072134,475.98,14.7,5.66,4.72,25.08,483.08,10.2,2.92,2.74,15.86,501.06,498.94,18.8,31.66,144.08,168.1,50
"476",55,959.02,25.02,8.6,7.36,40.98,7.92208931306,164.62,201.24,22.7383725124,18.4875280416,8.4143072257,7.42908044592,475.74,14.86,5.74,4.72,25.32,483.28,10.16,2.86,2.64,15.66,501.06,498.94,17.82,31.7,146.8,169.54,50
"477",56,958.92,25.1,8.62,7.36,41.08,7.93374362296,165.68,203.8,23.366207729,19.0356338364,8.45723914144,7.40954205816,475.4,15.08,5.86,4.72,25.66,483.52,10.02,2.76,2.64,15.42,501.06,498.94,18.06,30.8,147.62,173,50
"478",57,958.86,25.1,8.68,7.36,41.14,7.94323355446,170.52,205.54,24.0758816264,19.6464785674,8.49697470174,7.38871194012,475.16,15.22,5.92,4.76,25.9,483.7,9.88,2.76,2.6,15.24,501.06,498.94,17.26,30.7,153.26,174.84,50
"479",58,958.88,25.14,8.7,7.28,41.12,7.94352747094,170.74,212.56,24.7950651266,20.242548275,8.52908969106,7.35679998548,474.94,15.44,5.92,4.76,26.12,483.94,9.7,2.78,2.52,15,501.06,498.94,17.2,29.48,153.54,183.08,50
"480",59,958.94,25.02,8.72,7.32,41.06,7.95552190172,176.66,214.06,25.6400776292,20.9427764714,8.57023266606,7.33959007286,474.86,15.42,5.96,4.82,26.2,484.08,9.6,2.76,2.5,14.86,501.06,498.94,17.2,31,159.46,183.06,50
"481",60,958.94,25.02,8.74,7.3,41.06,7.9599931241,176.48,218.74,26.4849605594,21.6611659158,8.60965216496,7.30906172576,474.56,15.64,6.06,4.8,26.5,484.38,9.38,2.68,2.5,14.56,501.06,498.94,15.9,29.94,160.58,188.8,50
"482",61,958.98,25.06,8.74,7.22,41.02,7.96514429966,180.12,222.5,27.407493838,22.4463160778,8.6519822116,7.2769573256,474.32,15.88,6,4.86,26.74,484.66,9.18,2.74,2.36,14.28,501.06,498.94,16.36,29.1,163.76,193.4,50
"483",62,958.76,25.22,8.74,7.28,41.24,7.9732151696,183.38,225.46,28.3058582368,23.214083328,8.69673426434,7.24820804088,473.98,16.08,6.1,4.9,27.08,484.78,9.14,2.64,2.38,14.16,501.06,498.94,17.2,29.38,166.18,196.08,50
"484",63,958.52,25.32,8.94,7.22,41.48,7.98056520424,187.7,225.24,29.3228792358,24.0848917276,8.73816942522,7.22120959442,473.46,16.4,6.24,4.96,27.6,485.06,8.92,2.7,2.26,13.88,501.06,498.94,16.44,27.92,171.26,197.32,50
"485",64,958.44,25.32,9.14,7.1,41.56,7.98812414962,190.34,230.14,30.4315349336,25.0329050908,8.78175894292,7.19260988758,473.22,16.52,6.36,4.96,27.84,485.22,8.8,2.78,2.14,13.72,501.06,498.94,16.46,28.18,173.88,201.96,50
"486",65,958.7,25.12,9.18,7,41.3,7.98550046106,191.94,234.56,31.6263653554,26.064773113,8.8163945956,7.15292325802,473.06,16.58,6.44,4.98,28,485.64,8.54,2.74,2.02,13.3,501.06,498.94,15.68,28.86,176.26,205.7,50
"487",66,958.64,25.16,9.24,6.96,41.36,7.99179992524,197.58,237.18,32.8483171376,27.1047564516,8.86528939916,7.11667187134,472.78,16.72,6.54,5.02,28.28,485.86,8.44,2.7,1.94,13.08,501.06,498.94,15.64,27.78,181.94,209.4,50
"488",67,958.32,25.42,9.34,6.92,41.68,7.99547836014,201.7,242.84,34.2620734386,28.3450367666,8.90416116838,7.08491778938,472.46,16.96,6.6,5.04,28.6,485.86,8.46,2.74,1.88,13.08,501.06,498.94,17.06,27.8,184.64,215.04,50
"489",68,958.12,25.52,9.42,6.94,41.88,7.99980528548,203.92,245.26,35.7869860324,29.6455488992,8.95160063116,7.04606715526,471.98,17.26,6.74,5.08,29.08,486.14,8.26,2.68,1.86,12.8,501.06,498.94,14.98,27.54,188.94,217.72,50
"490",69,957.82,25.7,9.44,7.04,42.18,8.00603933538,206.78,252.06,37.4667971852,31.0692651704,8.99516868724,7.01500209062,471.56,17.46,6.86,5.18,29.5,486.26,8.24,2.58,1.86,12.68,501.06,498.94,15.1,27.26,191.68,224.8,50
"491",70,957.72,25.86,9.38,7.04,42.28,8.00502367468,210.12,253.34,39.2212543264,32.5467546962,9.03186863074,6.97636146466,471.34,17.68,6.82,5.22,29.72,486.38,8.18,2.56,1.82,12.56,501.06,498.94,15.5,25.24,194.62,228.1,50
"492",71,957.56,25.88,9.4,7.16,42.44,8.00722215484,213.68,259.16,41.0639163942,34.1353848916,9.06813849196,6.94397466906,471.08,17.82,6.84,5.32,29.98,486.48,8.06,2.56,1.84,12.46,501.06,498.94,14.14,25.8,199.54,233.36,50
"493",72,957.62,25.72,9.48,7.18,42.38,8.00520061496,217.98,261.4,43.0779945346,35.8498382522,9.1033947307,6.9044365194,470.92,17.84,6.88,5.42,30.14,486.7,7.88,2.6,1.76,12.24,501.06,498.94,14.64,25.44,203.34,235.96,50
"494",73,957.66,25.58,9.54,7.22,42.34,8.00297360948,218.1,262.48,45.2154027068,37.6884802348,9.1448627373,6.85830942234,470.64,18,6.94,5.48,30.42,487.02,7.58,2.6,1.74,11.92,501.06,498.94,14.24,24.86,203.86,237.62,50
"495",74,957.5,25.8,9.56,7.14,42.5,8.0049073199,227.18,266.76,47.5258925644,39.6872557572,9.1901349357,6.81702717808,470.28,18.34,6.98,5.46,30.78,487.22,7.46,2.58,1.68,11.72,501.06,498.94,14.06,23.72,213.12,243.04,50
"496",75,957.38,25.8,9.66,7.16,42.62,8.00543722582,228.3,275.12,50.130833951,41.9471844406,9.22749133598,6.78094550966,470.02,18.46,7.08,5.5,31.04,487.36,7.34,2.58,1.66,11.58,501.06,498.94,14.18,25.06,214.12,250.06,50
"497",76,957.2,25.84,9.72,7.24,42.8,8.0062162913,231.7,274.88,52.8114221172,44.2749300872,9.26670623538,6.743079693,469.76,18.6,7.12,5.58,31.3,487.44,7.24,2.6,1.66,11.5,501.06,498.94,14.58,23.58,217.12,251.3,50
"498",77,956.92,25.94,9.9,7.24,43.08,8.00842999516,234.16,280.48,55.4696335878,46.5562787144,9.31018795256,6.70381882542,469.34,18.9,7.24,5.58,31.72,487.58,7.04,2.66,1.66,11.36,501.06,498.94,13.34,23.12,220.82,257.36,50
"499",78,956.54,26.08,10.14,7.24,43.46,8.0078156574,241.18,281.42,57.9000769742,48.7195377924,9.35108705008,6.6619704899,469.04,19.04,7.38,5.6,32.02,487.5,7.04,2.76,1.64,11.44,501.06,498.94,13.68,22.58,227.5,258.84,50
"500",79,956.14,26.46,10.14,7.26,43.86,8.00323248396,247.98,288.7,61.1007747284,51.3857871608,9.39022425324,6.61351923442,468.68,19.3,7.44,5.64,32.38,487.46,7.16,2.7,1.62,11.48,501.06,498.94,14.36,22.68,233.62,266.02,50
"501",80,956,26.52,10.08,7.4,44,7.99645370656,247.46,293.26,64.3875209736,54.1449114776,9.4265779934,6.56321395916,468.44,19.42,7.38,5.82,32.62,487.56,7.1,2.7,1.58,11.38,501.06,498.94,13.4,22.92,234.06,270.34,50
"502",81,956.02,26.46,10.12,7.4,43.98,7.99278541546,254.28,296.96,67.992602559,57.2590086136,9.46573198852,6.51691257926,468.22,19.48,7.5,5.86,32.84,487.8,6.98,2.62,1.54,11.14,501.06,498.94,13.38,23.54,240.9,273.42,50
"503",82,955.74,26.64,10.2,7.42,44.26,7.99285190966,258.42,301.72,71.5813656104,60.3717546028,9.5098570152,6.47301606034,467.9,19.66,7.58,5.92,33.16,487.84,6.98,2.62,1.5,11.1,501.06,498.94,13.64,21.36,244.78,280.36,50
"504",83,955.3,27.02,10.3,7.38,44.7,7.99488882732,260.3,302.68,75.416667083,63.7748859624,9.55305959816,6.433657207,467.36,19.96,7.74,6,33.7,487.94,7.06,2.56,1.38,11,501.06,498.94,13.34,21.22,246.96,281.46,50
"505",84,955.26,26.88,10.52,7.34,44.74,7.99163747168,264.88,307.68,79.9614191572,67.8239229042,9.5943261386,6.38578596224,467.16,19.98,7.92,6,33.9,488.1,6.9,2.6,1.34,10.84,501.06,498.94,13.16,21.22,251.72,286.46,50
"506",85,954.82,27.2,10.6,7.38,45.18,7.98791498988,268.04,314.66,84.9420706224,72.3772958354,9.63803631544,6.33433633748,466.68,20.2,8.1,6.08,34.38,488.14,7,2.5,1.3,10.8,501.06,498.94,12.74,20.72,255.3,293.94,50
"507",86,954.76,27.24,10.7,7.3,45.24,7.98494496562,269.42,317.66,90.6357195368,77.2534326626,9.6753582449,6.2907788176,466.22,20.44,8.32,6.08,34.84,488.54,6.8,2.38,1.22,10.4,501.06,498.94,12.94,20.24,256.48,297.42,50
"508",87,954.14,27.72,10.88,7.26,45.86,7.98046289768,274.34,320.5,97.2343940168,82.8003413962,9.7161689898,6.24084175312,465.84,20.68,8.48,6.06,35.22,488.3,7.04,2.4,1.2,10.64,501.06,498.94,12.86,20.9,261.48,299.6,50
"509",88,953.94,27.78,10.84,7.44,46.06,7.97905332512,280.24,326.74,104.1404640356,88.419797047,9.76262860558,6.19108156586,465.42,20.8,8.58,6.26,35.64,488.52,6.98,2.26,1.18,10.42,501.06,498.94,11.84,20.06,268.4,306.68,50
"510",89,953.82,27.8,10.92,7.46,46.18,7.97547427802,284.72,328.66,110.3591284194,93.6414312108,9.80009397336,6.14628733992,465.12,20.92,8.7,6.32,35.94,488.7,6.88,2.22,1.14,10.24,501.06,498.94,13.36,20.2,271.36,308.46,50
"511",90,953.42,28.16,10.96,7.46,46.58,7.97317278338,288.62,334.3,116.6396688712,99.021505614,9.8457123511,6.09577688396,464.52,21.38,8.8,6.36,36.54,488.9,6.78,2.16,1.1,10.04,501.06,498.94,12.4,19.86,276.22,314.44,50
"512",91,953.08,28.24,11.14,7.54,46.92,7.97247430856,293.58,336.94,125.5936234496,106.7858910614,9.890946456,6.04925972528,464.08,21.58,8.98,6.42,36.98,489,6.66,2.16,1.12,9.94,501.06,498.94,12.92,19.36,280.66,317.58,50
"513",92,952.72,28.44,11.14,7.7,47.28,7.96797136464,298.22,338.9,134.0400425578,113.9619410994,9.93901883856,5.99197525206,463.66,21.84,8.96,6.6,37.4,489.06,6.6,2.18,1.1,9.88,501.06,498.94,11.7,18.88,286.52,320.02,50
"514",93,952.44,28.4,11.38,7.78,47.56,7.96844917424,300.12,343.48,143.8366681994,122.4091487362,9.98921581172,5.9428393494,463.22,21.98,9.18,6.68,37.84,489.22,6.42,2.2,1.1,9.72,501.06,498.94,11.9,17.74,288.22,325.74,50
"515",94,952.28,28.36,11.56,7.8,47.72,7.96178177022,303.78,349.86,154.0176858808,130.9799575518,10.0274151611,5.89135882294,462.88,22.14,9.32,6.72,38.18,489.4,6.22,2.24,1.08,9.54,501.06,498.94,10.98,18.24,292.8,331.62,50
"516",95,952.24,28.5,11.46,7.8,47.76,7.95160208476,308.52,354.72,165.880537667,140.8832089926,10.06345722866,5.83450256764,462.58,22.38,9.32,6.78,38.48,489.66,6.12,2.14,1.02,9.28,501.06,498.94,11.3,17.9,297.22,336.82,50
"517",96,951.9,28.72,11.5,7.88,48.1,7.95097514838,311.08,357.4,179.1344398488,152.3341253076,10.1050825495,5.79165524178,462.24,22.58,9.38,6.86,38.82,489.66,6.14,2.12,1.02,9.28,501.06,498.94,10.54,17.8,300.54,339.6,50
"518",97,951.48,29.12,11.48,7.92,48.52,7.94653424624,315.42,359.62,195.0377378176,165.6150196742,10.15045224388,5.7370875048,461.6,23.1,9.42,6.94,39.46,489.88,6.02,2.06,0.98,9.06,501.06,498.94,10.66,17.8,304.76,341.82,50
"519",98,951.28,29.28,11.44,8,48.72,7.93813463704,320.96,362.7,212.2816128008,179.5407316588,10.19093569568,5.68010088222,461.26,23.3,9.48,7.02,39.8,490.02,5.98,1.96,0.98,8.92,501.06,498.94,11.06,17.4,309.9,345.3,50
"520",99,950.96,29.36,11.62,8.06,49.04,7.93378681256,325.28,366.94,230.2854273192,194.4484171406,10.23114768722,5.63080383956,460.86,23.56,9.56,7.08,40.2,490.1,5.8,2.06,0.98,8.84,501.06,498.94,10.36,16.88,314.92,350.06,50
"521",100,950.88,29.44,11.62,8.06,49.12,7.923787839,327.82,371.6,254.272470687,214.3212487062,10.26877589248,5.57293035698,460.62,23.68,9.64,7.12,40.44,490.26,5.76,1.98,0.94,8.68,501.06,498.94,10.06,18.36,317.76,353.24,50
"522",101,950.76,29.38,11.6,8.26,49.24,7.9182214393,331.24,374.46,274.602442196,230.8894465798,10.3148555385,5.51525897796,460.16,23.88,9.7,7.32,40.9,490.6,5.5,1.9,0.94,8.34,501.06,498.94,10.5,16.62,320.74,357.84,50
